영화명,평점리뷰
오! 브라더스,영화 참 재밌게 잘 봤네요~ 너무 좋아서 원래 이런거 잘 안하는데~ 평점남기려고 왔네요~ 이범수 이정재 연기 참 좋구요~ 나무랄데 없는 영화에요~ 이 영활 왜 이제서야 봤는지..가끔은 별 기대없이 본 영화에 좋은 느낌을 받는 경우가 있는데 이 영화가 그랬다. 이범수의 연기가 참 인상적이였던 영화. 아마 이 영화를 기점으로 지금의 이범수라는 배우가 관객들에게 이름을 알린 것 같다.이게 대박이였지10년후 다시봐도 정말 재밌다. 이범수의 연기력과 이정재와의 연기 조화가 돋보인 영화.예전 코미디가 그립다이정재의 리즈시절엔딩씬은 진심 최고였다!!어릴때 엄마보는거 따라보고 이범수 처키밖에 기억못했었다가 26살이된지금 엄마는돌아가시고 혼자보는데 그시절엄마때의 재미란걸 느껴버렸넹ㅎㅎ이정재너무맛잇거연기잘해요 이범수도 쉽지읺은 캐릭터 잘소화했구요 가족애를느끼게해주는 거같아요 재미있어요재밌다 ㅜㅠ 20년이 다 되어 가지만 재밌다 ㅎㅎㅎ
마녀,영화 안 본 사람은 댓글 못 달게 할 수 없냐?김다미 신인이라는데 연기 대박 ㅋㅋ 신선한 액션 쾌감 있음주인공 친구 명희 넘 귀엽고 진짜 빵빵 터진다ㅋㅋㅋㅋ 완전 신스틸러임왜 1500대 1인지 알겠다. 전율과 소름끼쳤다관람객 김다미 연기와 액션 짱!!!다음 후속작 기대만빵!영화에서 가장 눈에 띄는건 자윤 캐릭터! 강렬하다는 말이 딱이다!나 검색해보면 알겟지만 평점 첨쓴다중간까지 그 긴장감 마지막에 기대이상의 액션올해본 영화중 최고그동안 한국영화에서 볼 수 없었던 액션! 그리고 김다미라는 배우의 발견!여주인공 신인인데도 불구하고 전혀 안 밀리고 연기 잘했음. 후반부 액션신의 쾌감은 대단함.근래 나온 영화중 제일 재밌다 액션도 좋고 연기도 좋고 그나저나 초반에 참 그 그지같은 집 골라서 참 너도 인생 안풀렸다 했는데 ... ㅎㄷㄷ 하네
체인지,"그 당시엔 정말 몰입 제대로였다재미있었다...이 영화를 떠올리면 내 아름다웠던 고등학교시절이 떠오른다....시크릿가든,울랄라부부의시초너무너무 재밌는 영화.. 추억돋음..이 영화가 97년 영화라니..제목 들었을 때는 유치할거라는 생각이 들었는데 웬걸.. 은근 몰입이 되서 재미있었음. 김소연씨 참 이쁘게 나오셔서 좋았음. 조장혁씨 노래 OST도 엄청 좋았고. 처음보시는분들이라면 강추. 또 볼 작정입니다.아 이영화 정말 재밌게 본 기억이 나는데티비에서는 요즘 왜 이런 재밌는 영화를 안보여주는건지ㅠ 또보고싶다ㅋ추억돋고싶소~김소연 얼굴이 지금 이랑 똑같아 ㅡ.ㅡ마지막 김소연의 공연 모습. 정말 감동이었습니다.헐리웃리메이크작인 핫칙도 재밌었는데 ㅎㅎ"
판도라,관람객 우리나라 원자로 조심하라고 경고해주는 착한 영화관람객 현시국의 답답함과 닮은 정치판과 결국은 힘없는 국민이 영웅이 되는 이야기관람객 요즘 같은 때 꼭 봐야하는 영화! 완전 펑펑 울었음ㅠㅠㅠ엄마 무서워 할때 진짜 아~~~~관람객 뻔한 재난영화스토리이긴 하지만 요즘시국에 맞는 영화이고 다 보고서도 많은것을 느끼게하는영화네요이런건 우리 국민이 쫌 봤으면 하는 영화입니다관람객 재난 영화에 감성을 더한 완성도 있는 영화관람객 보고 나면 넘 현실적이라... 무섭기도 하고 감동적이에요 ㅠ.ㅠ관람객 재밌게 봤음.경주지진때 생각남오늘도 우린 누군가의 희생에 살고있다.
전우치,"강동원이란 배우에게 빠지게 된 계기가 된 영화전우치의 자유롭고 발랄발랄한 모습이 보기좋았다. 액션신도 있었고 다방면에서 마음에 들었던 영화다.이거 진짜 와...대박 강동원씨 언기도잘하고 언굴도..헿전우치역할만큼은 강동원이 최고안티도 없고 알바도 없는 3년지난 지금 평점남깁니다. 이영화 만드시는데 고생하신분들 박수드립니다. 이런게 진짜영화이지요. 개봉당시 극장에서 못보고 이제 케이블로 본게 아쉽습니다. 10년지나도 10점짜리 평점달리...정말 재미있었고 즐기면서 봤다히어로 영화의 명작이제 ㅋㅋ너무 너무 짱이었다드라마 <전우치>와는 비교도 할 수 없는 수작. 세련된 유머와 매트릭스에 버금가는 액션이 적절하게 배치된 영화. 처음 부분의 임금 농락 장면은 고전소설인 <전우치전>에서 거의 그대로 따온 것이어...""이제 어디한번 변해 볼까~!"" 난 잼나게 봤음 ㅋㅋ5번은봤는데 안질린다ㅋㅋㅋ강동원평점이면 십점만점에 천점을줘도 모자라지 재밌게 본 영화임배우들의 액션과 전체적인 줄거리는 재미있었지만,사건 전개가 너무 빨랐습니다."
마지막 4중주,"엔딩 크레딧에서 몇 사람 빼곤 아무도 안 일어났음... 음악이 다 마칠 때까지... 그 이유는 보시면 압니다.예술가에게도 인생. 시련. 이야기가 있다. 단순히 예술가의 '업적'을 말하는 것이 아닌, 그들의 인생사를 이야기한다. 음악은 그저 그들의 의사소통 메타포에 불과하다. 이 영화는 음악영화가 아니라 인생영...마지막 4중주 같이 예술영화 많이 나왔으면 한다 10점만점에 1억점!요즘 자극적인 영화들과 다른 흔치않은 영화네요.음악듣는 것만으로도 눈물날듯한 감정을 느끼게 해주네요밖에서 보기엔 완벽에 가까운 4중주를 연주하는 예술가들의 이야기. 하지만 들여다보면 불협화음일지라도 4중주를 만들어가는 우리들의 이야기.25년만의 변화를 앞둔 단원들의 고뇌를 다룬 좋은 영화이긴 한데 스토리가 좀 당황스러운 면도... 알렉산드라 역의 이모겐 푸츠는 연기력면에서 미스캐스팅인 듯.늘어진 현에서 들리는 조악한 음도 활을 그어야 들린다.음률이 어긋날까 두려워 말고 과감히 인생의 활을 당겨보자. 완벽하진 않을지라도 들어줄만한 삶이 흘러 순리대로 매듭지어지면 하모니라고 말해도 어색하지않을테니.훌륭한 배우들 데리고 와서 애매한 영화를 만들어놨다. 뭐가 명작이란 말인가. 보고 나와서 생각해보면 일어날 수 있는 뻔한 일들이 다 일어났고 그게 인생이란 식으로 어정쩡하게 봉합해놨다. 고평점 평론가들은 반성하시오....내용 전개나 억지스런 부분. 연주자의 연기력은 기대 이하.불협화음을 맞추려 인생사를 이야기 하는것은 좋았으나음악 영화를 보면서 의도치 않은 부분에서 정사장면이 노출되고스승과 제자가 성관계를 하는가하면...몰입을 방...감독의도는 알겠으나 내용이 너무 막장이라 크게 실망했습니다. 평점에 악기 연주잘했다는 글이있었는데 실제 악기다루는 제게는 음악과 배우들의 연주모습이 너무 안 맞아서 보는데 매우 불편했습니다. 음악영화라서 이 영화를..."
해리 포터와 죽음의 성물 - 1부,"도비...왜죽어...한 편짜리 영화를 반으로 나눠 보는 느낌이라 초반이 지루한건 사실. 대단원의 막을 위한 예고편 정도로 보면 될 듯.헤르미온느 진짜 넘 이쁨2부를 향한 관문이지만 혼혈왕자보다 몰입이나 분위기가 더 낫다.도비때문에 폭풍눈물.....ㅜㅜㅜㅜㅜ릴리와 같은 패트로누스인 암사슴을 보여주면서 always라고 말하던 장면이 잊혀지지가 않는다. 긴 시리즈에서 사실상 주인공이었지. 사랑으로 해리를 지킨건 바로 스네이프였음.또 삼년전엔 두들리 아빠역했던 배우도 숨졌는...혼혈왕자, 2부를 있는 연결고리해리랑 헤르미온느 텐트안에서 서로를 의지하며 춤추는 장면에 나도 모르게 눈물이 흘렀다...여기서 잠깐 한숨돌리고 휴게소에 들리 겟습니다 그 휴식을 통해 힘차게 달리기를죽음의성물 인터넷에 돌아다니는 자막들 오류가 너무 많아서 팬으로서 화난다. 어떤 상황을 아예 다른내용으로 만들어 버리거나 번역 틀려서 쌩뚱맞은 대사됨ㅡㅡ; 그런 자막 다운받아보는 사람들 많을텐데 씁쓸.. ㅜㅠ"
클루리스,알리시아 실버스톤이 너무 이쁘게 나옴 잼있는 하이틴 무비여주 너무 예쁨 ㅜㅜ 목소리 톤도 그렇고 .. 근데 타이 재수없다 친구없는 니를 받아준게 세어인덴 ㅡㅡ 조시랑 안어울린다고 햇다고 그거보고 운전못하는 처녀주제에라니 저런것들은 친구 안하는게 좋음눈부시게 아름답고 사랑스러운 알리샤 실버스톤. 이만큼 그녀의 아름다움을 담아낼수 있는 영화가 있을까?알리샤 진짜 이쁘네 조시 눈 너무 섹시함 이생각만 한 영화ㅋㅋ하이틴 탑쓰리 안에 넣고싶다. 난 재밌게 봤음. 키스신이 제일 좋더라ㅋㅋ어렸을 적 이 영화를 돌려보며 아메리칸 드림을 꿈꿨었지... 최고의 미국 하이틴 영화 ㅋㅋ이거 어디서 볼 수 있을까요? 꼭 다시 보고싶은데 ㅠㅠ앤트맨의 리즈시절ㅠㅠㅠ더이상할말이업다. 주인공의 미친미모...알리시아가 그냥 너무 예쁘다는 이유만으로 다섯 번은 돌려보았고 생각날때마다 다시 돌려볼꺼. 스토리는 그냥 깜찍한데 영화를 보는내내 알리시아 얼굴만 보고있음. 같은 여자가 봐도 너무 사랑스러움.귀엽고 사랑스러운 하이틴 무비..언제봐도 재미있어요
1번가의 기적,인터넷 설치기사 진짜 웃겼음 ㅋㅋ한국영화중에 이정도면 수작이지정..말재밌게봤는데평점넘낮은듯..다들연기력좋고특히아역배우들짱..!티비서도몇번했는데할때마다보게되네요..강추~!소시민들의 삶과 희망을 보여주는 영화다시봐도 재미있고 감동적인 영화. 중간중간 코믹적인 요소들이 너무 과하지않게 적당히 자리잡고 있어서 좋았다. 임창정의 코믹연기는 역시 최고인듯!임창정의 섬세한 연기가 아주 잘 나타난 영화. 웃기기만한게 아니라 감동까지 있어서 좋았다. 아역배우들도 너무 귀엽고 연기도 잘하고. 하지원은 진짜 복서라고 해도 될정도로 완벽변신.아 임창정 완전 조음역시 임창정의 코믹연기는 매우 대단하다.정말 재밌는 영화라서 10점이다.이 나라 어디선가 계속 일어나고 있는 불편한진실을 깨우쳐주는 영화.이걸 왜 이제야 봤을까 임창정님 팬분들 임창정님의 연기를 보시려면 이영화를 꼭 보세요
팅커 테일러 솔저 스파이,"내용을 이해못햇으면 평점쓰지마3D로 떡칠한 영화는 10분이면 머릿속에서 사라지는데 며칠이 지났는데도 계속 생각이 나는구나. 낭만적이고 품격있는 영화.침착함을 잃지 않는 캐릭터. 그 속에 수만 수천가지의 감정을 보여주는 게리올드만의 연기력은 최고다. 좋아하는 배우들이 완벽한 영화를 만들어 냈을때 보고 난 뒤 느껴지는 일종의 쾌감. 좋다영화가 불친절한건 절제된 영상 때문으로 보입니다. 하지만 그만큼 이야기가 단순하고 힘있게 전달되고, 오히려 원작소설보다 이해하기는 쉽습니다. 영상과 연기가 최고였던 영화예요등장인물 이름/얼굴 익히느라 바쁨...익숙한 특수요원들의 겉멋든 액션보다는 정보부 직원들의 정치 싸움, 줄서기, 배신과 숙청의 현실적 묘사... Julio Iglesias의 La Mer 선율이 흐르는 플래시백이 인상적 but 압축하기엔 버거운 방대한 ...씨네 21 이후경 기자 글 읽고 안볼 뻔 했는데... 그랬으면 후회할뻔! 영화나 좀 제대로 본 다음에 평론을 쓰든 뭘 쓰든 합시다!총질을 연기력으로 대신하는영화캐스트만 봐도 훌륭함. 스토리도 재미있다 단 잘 따라가지 못하면 이해하기 힘들 수도.. 특히 마지막 장면이 기억 속에 남는다... 오히려 보고 나서 더 깊은 여운이 남는 영화... 잘 만든 것 같다.유려하고 우아한 첩보물.두고두고 볼 만 하다."
저지 걸,"무난한 가족영화다. 하지만 최고평점을 받을만한 이유는 아역배우 라켈 카스트로 때문이다. 가족영화,발렌타인영화. 크리스마스영화, Kid 붙은 영화 많이 봤지만 독보적인 연기력이다. 이런 연기력은 전에도 못봤고 후에도...스토리 전개는 뻔하지만 유쾌하고 즐거울 수 있는 영화.아마겟돈커플배우들의 화합으로 진부한 드라마를 극복한다평점낮게주는사람들이해안감..감동적!좋아좋아!스토리 전개상의 인과와 설명력, 감정선 등등에 대해 비판을 하고 싶다가도, 10년전 라켈 캐스트로의 미소에 판단력이 흐려지는 영화.뻔한 소재와 식상한 주제지만 그래도 재미있다. 아역이 참 귀엽고 결말은 훈훈하다.군더더기 하나 없이 잘 빠진 영화. 화려한 영상미 없이 빼어난 스토리와 등장인물들의 매력만으로도 충분히 좋은 영화를 만들 수 있음을 보여주는 영화라고 생각한다. 리브 타일러도 아름다웠지만 제니퍼 로페즈가 죽을 땐 나...가족의 소중함을 다룬 소박하면서도 잔잔하게 마음을 울리는 영화. 주인공들의 로맨틱 코미디가 추가로 가미되었다면 더 좋지 않았을까 하는 생각도 든다. 제니퍼로페즈, 윌스미스, 맷데이먼의 우정출연도 재밌는 부분!우연히본 재미난 영화"
비포 미드나잇,"이것은 어쩌면 지금까지 누구도 말하지않았던 [모든 로맨틱영화의 속편]이 아닐까..턱살 쳐지고 뱃살나온 둘의 현실적인 모습과 현실적으로 싸우는 모습으로 마지막을 장식한게 보는 내내 마음에 들더라..오로지 수다만으로 이루어졌는데도 이렇게 재미난 영화는 비포시리즈 뿐! 최고! 근데 정말 나는 1초도 눈을 떼지 못하고 재밌게 본 영화가 누군가에겐 재미없고 지루할 수있다는게 놀랍다. 역시 비포시리즈는 호불호가 강한걸...1편이 로맨스의 바이블, 2편이 재회의 바이블이라면 3편은 인생의 바이블이라 부를 만하다. 조금 매니악하지만 비포-시리즈 다운 마무리마지막 장면은 정말 우리들에게 부부의 지혜를 알려준것이 아닐까? 제시가 편지로 한발 물러섰을때 셀린느는 바로 사과를 받아들이지않고 자기만의 방식인 백치미로써 사과를한다. 서로 한발씩 양보할때 건강한 부부생활을 이어갈...이영화를 기다리면서 41세가 된 분들이 부러워서 10점은 못줍니다.세상이 변하고 사람이 변하듯. 전 시리즈와는 다른 느낌이였지만 그 변화도 당연한 것같다. 그리고 그 변화가 좋았다.블라블라블라.. 주고받고 주고받고.. 다큐로 묻고 개그로 답하더라도 이런 동반자를 만난다면 여한이 없겠다.20대초반, 젊은 제시와 셀린느를 처음 만났고, 흐르는 세월 동안 이들의 모습과 점점 닮아가고 있는, 나를 발견하는 진귀한 체험이었다.무엇보다 중간에 배우 안바꾸고 그대로 쭉 시리즈를 마감했다는 것에 박수를 주고 싶다."
