영화명,평점리뷰
보헤미안 랩소디,"살아생전 못가본 퀸 콘서트에 갔다왔습니다.브라이언메이 싱크로율 말이되냐슬픈장면은 없는데 눈물 나는 영화 ㅠㅜ그 시절 영국에는 두명의 여왕이 있었다브라이언 메이는 본인을 데려오신건가요?오프닝 20세기폭스 나올때 기타변주부터 소름돋은 사람 공감 ㄱ마이클잭슨도 영화화되었으면...나는 스타가 되지 않겠다, 전설이 될 것이다. - 프레디 머큐리폭스 로고송 부터 귀를 뗄수없는...다들 영화보고 돌아가는 길에 퀸 노래를 틀었겠지.."
사운드 오브 뮤직,"지금 제가 6학년인데 학교에서 음악 쌤이 보여주셨거든요. 남자애들은 재미없다고 했지만 정말 감동적이고 멋진 이야기 같아요. 평생동안 못 잊을 거라는 말을 이해할 수 있겠어요. 이런 아름다운 영화를 제가 이 나이 때 ...시각적으로나 청각적으로나 아름답지않은 것이 없다.10번봐도질리지않는영화ㅜㅜ10번들어도질리지않는노래들ㅜㅠㅜㅠ게다가실화...도레미도미도미레미파파미레파~ 영원히 내 기억 속에 남을 음표65년 작이라곤 믿기지 않는 내용의 영화 명작이다 나중에 자식이 생기면 꼭 보여주고픈 베스트 영화이다. 사랑스럽다.첨 30분전까진 지루했다.. 이게무슨명작이냐.....나는영화를꺼버렸다..다음날 여주인공의 노래소리가생각나고 왜사람들이명작이랄까 뭔가이유가있을꺼다..다시한번봤다..보면서아름다운노래소리가 내귀와 눈을적신다..아 아름다운...고전에 평을 매길 자격이 우리에겐 없지~1965년도 어떻게 이런 영화를 만들 수 있었을까 하는 생각이 들 정도 잘 만든 뮤지컬 영화입니다. 뮤지컬만의 특유의 어색함들이 있을법한데 이 영화는 대사와 노래가 너무나도 조화롭게 구성되어 있습니다. 영상의 세련됨...60년대 영화라..중고딩?? 하여튼 어릴적 봤을땐 껍데기만 보였었는데, 나이 40먹고 우연치않게 다시 보니..큰걸 놓치고 살았었네요 ~보는내내 이렇게 명랑쾌할하고 , 아름다운 영화가 또있을까 싶었어요~ 알프스 산 너...세계 기네스북에 한 영화를 가장 많이 본 여성이 이 영화를 몇백번 봤다는걸 책에서 본 적이 있는데 이해가 가요^^ 사랑스럽고 여운이 남는 영화 어린 아이들이 잠자리에 들기 전 계단에서 노래를 부르는 씬이 참 기억에 ..."
빽 투 더 퓨쳐,"11점 주고 싶다몇 세기가 지나도 명작인 영화. 몇 번을 봐도 질리지 않는 영화.설마 이영화가 내나이 한자리수 일때 나왔단 말인가. 내 유소년기를 함깨한 우뢰매보다 한살 적을뿐이란 말인가. 대단한 영화다. 내 유년기 빅3 sf물인액설런트 어드밴쳐, 이너 스페이스 그중에서도 최고인 백투더 퓨쳐. ...며칠전 트릴로지 다시 봤지만 1,2,3편 모두 연결되는시나리오 대단나다ㅋ소재와 스토리도 재밌다! 재밌는 영화다. 2편 배경이 2015년인데 날아다니는 차가 나온다.ㅋㅋㅋㅋ노래고 영화고1980년대 후반~90년대가 전성기였음. 그때가 더 명작많고 가장 명작들 쏟아졌을때임. 그때까지 전세계는 놀라운 발전의 연속이었는데 지금이랑 그때랑 스마트폰 인터넷 빼고는 사실 크게 달라진게 없음. 상상...관람객 명작은 시대를 초월한다85년도 작품이라니 믿어지지가 않는다.. 보는내내 스릴있었고 잼있었다.여러분 2015년까지 2년남았습니다진짜 이건 그시대에 혁신이었다..이 영화 만든 사람은 천재라고 밖에 볼 수 없다."
잭 스나이더의 저스티스 리그,2017년에는 저스티스 리그라는 영화가 나온적이 없습니다 즉시 뒤로가기를 누르고 2021년으로 오시길 바랍니다봤던 영화가 안본 영화가 되버렸음ㅋㅋ어? 4시간이었어??시간 순삭ㄷㄷ조스웨던의 저스티스는 기억에서 삭제하고 스나이더컷으로 다시 보길 추천합니다.dc는 역시 어두운 분위기여야 재밌는듯조스웨던은 이걸 대체 어떻게 말아먹은거냐찐팬들 덕에 스나이더 컷이 이렇게 빛을 보는구나~영화의 최대 단점은 후속편이 없을 가능성이 높다는 것...개봉을 안하니까 알바가 없어서 평점이 없구나 ㅋㅋ기존의 저스티스리그보다 좋았습니다 단독으로 개봉한 영화가 없는 영웅이 있어서 조금더 시간을 들여 스토리텔링한 보람이 있는거 같았어요 그리고 저스티스리그(2017)에서 ...dc팬이라면 꼭 보세요
포레스트 검프,"쓸데 없이 많은 생각을 하며 살고 있는 나는 정작 이룬것이 하나도 없다.인생의 교과서로도 손색없는 영화다. 삶에있어서 커다란 교훈을준다 장애에 굴하지않고 모든 일에 부딪쳐보는것 그 결과가 좋든 나쁘든 그것도 하나의 인생경험이된다. 인생은 초콜릿상자와 같기때문에맞아.....내가 선택해서 가고 있는 길...그거면 된거야7번방따위와 비교하지말라지금까지 봐온 영화중에 가장 멋지고 감동적인 영화였다. 보고 또 봐도 한상 진한 감동을 주는 영화 포레스트 검프 평점 10점이 아깝지 않은 내 인생의 최고의 명작 중 하나이다.포레스트가 아들은 바보가 아니냐고 했을때 왜 이렇게 찡했는지 모르겠음. 왜 최고의 영화라고 하는지, 보니까 이해가 가네요. 재미와 감동 두 마리 토끼를 잡은 최고의 명작입니다.베스트 평은 잘못됐다. 이 영화는 내가 선택한 길을 강조하는 영화가 아니다. 다소 모자라지만 속세의 가치에 빠지지 않고 사랑, 신뢰, 우정 등 인간 본연의 숭고한 가치를 지키며 살아가는 주인공의 순수함을 통해 세상...어떻게 인생을 살아가야 하는가_ 포레스트처럼 나에게 주어진 순간 순간들을 순수하게 받아들이며 열정으로 삶의 숙제를 해나가는 것.. 아닐까?관람객 포레스트는 바보가 아니다. 자신에게 솔직하고, 순간에 충실하게 살아온 그는 삶의 진리를 체득하고 있는 천재가 아니었을까?‘인생은 초콜렛상자와 같은거야.? 열기 전까진 무엇을 집을지 알수없거든.’ 중학교 3년동안 왕따당하는 나라도 가능성이 있을까?"
위대한 쇼맨,"말이 필요없음. 이런걸 영화라고 함.레미제라블이후로 휴잭맨의인생영화였다관람객 휴잭맨의. 매력이 한껏 돋보인 영화입니다.다른 출연자들도 너무 멋지구요.사람은 누구나 소중하며, 현재를 멋지게 사는게 중요하다는 메세지도 있구요.좋았습니다지금 미국에선 평론가들 평 안좋고, 관객평은 좋다던데 우째 딱 영화 처럼 된듯ㅋㅋㅋ ""공연을 즐기지 못하는 공연 평론가 이게 진짜 사기 아닌가요?""관람객 정말 인생 최고의 영화!!!! 너무 좋아서 울컥하고 남들 없었음 ㅠ 기립박수 칠뻔!! 강추!관람객 노래 진짜 쩐다 ㅠㅠㅠ 보는 내내 귀호강 ! 그리고 배우분들 연기 다 너무 좋아서 올해 마무리 영화로 딱인듯합니다관람객 시작한 지 얼마 안되어서부터 꿈을 얘기하는데 듣다보면 눈물이 난다. 그 꿈이 허황되기 때문일까 쉽게 꿈꿀 수 없는 그 꿈이 아름답기 때문일까. 생각보다 묵직한 음악으로의 시작이라 좋았고 처음 들어보는 잭 에프론의 목...관람객 좀 뻔한 전개 스토리이긴 하지만 아주 재밌게 봤고 감동적이었습니다. 실화 영화인 것을 생각하니 더욱 좋았습니다. 가족이나 아주 친한 사람들과 함께 보면 아주 좋을 영화입니다. 명대사들이 많이 나오고 기대 이상이었습니...관람객 라라랜드 보다 재밌다. 10만원이 넘는 비싼 뮤지컬 보다 1만원이 안되는 위대한 쇼맨이 한 수 위. 한해를 마무리하면서 세상을 살아가는데에는 역시 함께와 용기라는 생각을 다시 하게 해 주어서 좋았다. 연말에 가족들이...올해 최고의 뮤지컬 영화입니다단언컨데 꼭 다시한번 볼것입니다"
글래디에이터,내 이름은 막시무스 데시무스 마르디우스 북부군 총사령관이자 펠릭의 장군이었으며 아우렐리우스 황제의 신하였다. 태워죽인 아들의 아버지이자 능욕당한 아내의 남편이다. 복수하겠다 살아서 안되면 죽어서라도수많은 영화들을 보았지만 개인적으로 타이타닉과는 또다른 완벽한 완성도를 보여준 이 시대 최고의 명작이 아닐까 싶다.시나리오부실등 애기하지만 이영화 지금으로부터 13년전 영화임 ㅇㅇ 현제 내마음속 최고의영화는 아직도 이영화임 진짜 시간가는줄모르고 첨부터 끝까지 재탕하고 20번이상은 본듯한 내맘 최고의영화..코모두스 연기하신분 이나...내 인생 최고의 영화13년전 영화이지만 지금 개봉한다해도 극찬을 받을 영화다.대단히 잘만든 액션영화 땀과눈물과 재미가잇는염화명작이걸 영화관에서 못본게 한임..ㅠㅠ개나 줘버린 고증 마저도 용서가 되는 시대의 역작코모두스 기욤패트리 닮지 않았어요?ㅋㅋㅋ
헬프,넌 똑똑하고 친절하고 소중해흑인이랑 같은 화장실쓰면 이상해진다 이런건 없어졌지만 아직까지도 영국에는 흑인이랑 같이 물쓰면 더럽다라는 인식은있다네요...사라져야될 인종차별..셀리아 부부.. 참 멋있다누구나 한번쯤 봐야할 영화이 영화가 다른 동시 개봉 영화에 의해 묻혔다는게 안타까울 뿐이다정말 여운이 많이 남는 영화다편견을 이기는 무기는 용기이다.유지니아 유모가 유지니아의 자라는 키 표시해둔거 보고는 엉엉..왠만해서는 평점 안다는데..제시카 차스테인의 연기는 너무나 아름답고 인상적이었다. 영화에 나오는 배우들의 연기가 모두 훌륭했다. 시사하는 바도 있어 여운이 남는다.2013년 대한민국은 전라도 지역차별을 국가가 직접 나서서 하고 있으니 1910년대 미국 남부의 흑인차별보다 더 최악인 상황이다.일베들아 이영화보구 반성해라.너희두 똥먹은 파이를 먹을 날이 올 것이다.
타이타닉,"이 영화를 안 본 사람이 너무 부럽다. 내가 처음 봤을 때의 그 감동을 느낄 수 있는 기회가 있으니..몇번이나 봤지만 감명깊은 영화...우연히 보게 된 것은 초등학생 때 친척집에서였다.어릴 때 봤을 때는 잭과 도슨이 어떤 밀실로 들어가서수중기가 가득차고 마지막에 로즈가 손바닥을 탁! 내리는데 그 장면이 무슨 장면인지...별 더 가지고 와~~~~~~~`내가 평가할만한 영화가 아니다내사랑 디카프리오인생 중 세시간은 의무적으로 이 영화에 투자해야한다내 생애 최고의 영화...처음볼때 영화관에서 안본게 너무 아쉬웠어요 세시간이 전혀 지루하지 않고 몇번을 들어도 ost는 감동이에요ㅜㅜ잭과 로즈를 보면서 잭은 영원한 내 이상형!!! 앝으로 어떤 영화를 보던간에 타이타...타이타닉 처음 보던때가 생각나네..새벽에 혼자 보는데 눈물이 주륵주륵 진짜 사람들이 왜 명작이라고하는지 알겠더라 진짜 안본사람들은 꼭봐야돼.. .타이타닉보고 일주일간 앓았음..여운진짜...전세계흥행 1위자리 꼭지키길...당신들이 무념으로 이 영화 평점을 마구 깎아놓아도 이 평점은 단지 수십개의 나라 중 한 나라의 수천만개 사이트 중 한 사이트의 것일 뿐, 이 영화는 전세계인들이 기억하는 최고의 영화일 것입니다.진짜 최고의 명작이다."
인생은 아름다워,"아들을살릴려는 아버지의그마음에 감동을받았다.. 정말좋은영화이다죽기전에 꼭 봐야할 영화...내 인생에 이런 멋진 영화를 볼수 있어서 정말 영광이었다.의사장교 친구를 만나 나갈수 있다는 희망을 가졌지만 막상 얘기해보니 수수께끼얘기를 해서 좌절하는 장면이 참 인상깊었습니다.나의 영화인생 원탑 최고의 영화.. 마지막 독일군에 끌려가면서도 아들을 향해 윙크하고 양팔을 힘차게 휘저으며 걸어가든 그의 눈빛은 잊기 힘들다아무리 가혹하더라도 아들에게는 '게임'이라는 아버지 귀도.혹시 자신도 이 한순간에 뒤바뀐 현실이 게임이었다면 이라는 생각을 했었을까요?10점이 안 아까운 영화. 볼 때마다 아름다워서 눈물이 난다.ㅜ한 남자는 죽어도 아버지는 영원하다영화 평론가들은 왜이렇게 점수를 짜게 주는지 모르겠네낮게주면 자기가 대단한 평론가라도 된줄아나?나에게 일부러 거짓말을 하던 아버지가 생각납니다. 컨테이너박스에 살던 시절, 그 날따라 밤 늦게 돌아온 아버지께 철없이 돈 많이 벌었냐고 물었습니다. 아버지가 웃으면서 60억을 벌었다고 하던것이 생각이 납니다. 나는..."
매트릭스,"완벽에 가까운 정말 훌륭한 영화.전무후무할 최고의 영화가상현실이 배경인 영화에 어쩜 이렇게 현실을 잘반영했을까....영화가 재미없는 분들은 제발 다시 보세요오랜만에 영화채널 재방송으로 틀어주길래 다시보고온 영화. 역시 명작은 명작인듯 싶다, 다시봐도 이리 대단한 스토리라 느껴지는 것을 보면. 확실히 매트릭스는 철학적인 영화다. 하지만 그 모든 것을 뛰어넘어 영화 역사상...20세기의 종막과 21세기의 서막을 알린 기념비적 동화진짜 지금 2013년 인데 지금까지도 최고로 잘 만든 영화뭔 말이 필요하냐 99년인가 2000년도에 이영화 극장에서 본 사람들은 충격과 공포였다 연출+스토리+메시지+액션+연기+배경등등 뭐하나 빠지는게 있냐? 이영화 나올당시 지구적인 충격과 공포였다영화적 재미와 SF영화로서의 가치, 철학적 사유. 모두 잡아낸 수작세상에서 가장 훌륭한 영화이 영화를 평가한다는 자체가 우습다......그냥 미친영화..."
살인의 추억,"한국 역사상 최고의 영화다. 더 이상 이런 영화 못 나올 뜻 싶다. ㅎ지금 시대면 충분히 잡았을 살인범인데 아쉽네요ㅋㅋ 시대배경 연출이 정말 대단하네요, 제대로 몰입하고 볼수있있었고, 여운이남네요.매력적인 한국 스릴러 영화의 쾌거. 봉준호의 독특한 감각과 두드러지는 블랙 코미디.봉준호의 팬이지만 봉준호가 다시 이만큼의 영화를 만들어낼수있을까 회의적일정도로 최고의영화다. 진심 우리나라 영화사상 이런영화 다시는 못나올듯. 단 1초의 씬에서라도 단 하나의 대사 인물 소품까지 절대 허투루쓰인게 ...그냥~ 최고!!! (10번 넘게봄 ㅎㅎ)연출은 서양..미장센은 전형적인 한국화...이건 히치콕도 못만든다밥은 먹고 다니냐?실화라서 안타깝지만 영화로만본다면 최고의한국영화다.오늘 범인잡혔다 닫힌결말이다촬영기법이나 배우들의 연기 , 대사 뭐 하나 빼 놓고 볼게 없다"
센과 치히로의 행방불명,"솔직히 말하자면 내 인생에 최고의 영상매체였다.센의 순수함, 모험 가슴이 아프지만 다시만나자는 염원이 담겨있는 이별.이건 고등학생인 지금 봐도 박진감과 소름, 감동등을 느낄수 있을것같다.계속봐도 계속쳐움매일 매일 봐도 여전히 설레는 영화...일본 최고의 에니메이션.이견 있으십니까?단순한 만화가 아님. 미야자키 하야오의 평생의 역작가오나시는 치히로를 사랑했던 걸까100번봐도 재밌을것같은 애니메이션 ㅠㅠ 지금까지 한 20번은 본것같다 정말 ㅜㅠ이 작품에 1점을 준 약 400명의 사람들은 무슨 생각이었을까?그저 애니메이션이라는 매체인 탓에 1점을 줬을까?아니면 '일본'애니메이션이라는 탓에 1점을 줬을까?그 것도 아니라면 단순한 관심종자인가?보기만해도 어릴적 아련했던 .. 유년시절이 떠오르는.. 아련한 영화.."
가나의 혼인잔치: 언약,관람객 나를 다시깨우게해준 영화임이 틀림없거니와 신랑오실날을 위해서 신부된자로서 거룩하게 나를지키고자 노력하며 말씀대로 살아야하겠다는 마음이 간절해지는 영화라 생각합니다감사합니다관람객 눈물납니다 많이 보세요관람객 우리의 구주 예수님 어서오세요관람객 약간은 알고 있는 내용이었지만 영화로 보니 더욱 새롭고 유익하네요! 살면서 신부로 단장하고 기다리겠습니다~^^관람객 예수님이 왜 다시 오셔야하는지(재림의 이유)에 대해서 알 수 있습니다. 잘 봤습니다. 감사합니다.관람객 너무 신기하고 이제까지 이해 안되던 성경구절과 휴거에 대한 말씀이 다 이해되었습니다! 이런 영화가 오래 상영되고 많은 분들이 보셨으면 좋겠습니다!관람객 너무나 귀중한 비밀을 알게 되어 기뻐서 날뛰었습니다관람객 너무 감동이 되어 아직까지 ‘두근두근’ 주님오심을 왜 기다려야하는지? 가나안혼인잔치로 더 명확하게 알게해주는 영화예요. 꼭 보세요!!!관람객 이영화를 통해 예수님을 더 알게되었어요관람객 때는 알지 못하지만 때가 가까움을 알았으면 좋겠다
토이 스토리 3,"우디가 떠나는 앤디에게 손 흔들때 울컥하 지 않은 사람있을까?? ???? 이건 애들보라고 만든 영화가 아니다 흑흑…90년대 생이라면 해리포터와 더불어 함께 자란 친구같은 영화.나라와 문화를 넘어 주는 아련한 향수와 추억에 대한 그리움에 대한 슬픔.누구나 유년에 이 영화를 보며 내 장난감도 내가 없을때 살아 움직이겠지 ...어렷을적 나의 마음과 다 커버린 현재 나의 마음을 이어주는 유일한 영화1,2편 생각없이 재밌게봤는데,. 3편보고 운사람 추천..속편은 재미없다는 편견을 깨준 영화..ㅠㅠ 3편이 제일 감동적이었음.이 나이먹고 펑펑 울었다 ㅠ ㅠ어느새 커버린 우리..뭐든지 자신감이 넘치는 최고의 걸작 애니메이션의 완성. <토이 스토리> 시리즈가 마지막이라는 것에 눈물만 뚝뚝.용광로에서 마지막을 함께하려 손에손을 맞잡는 씬에서 울컥했다.. so long, partner.. so long, my remembrance.. 우디. 버즈. 제시사랑하는 것들과의 이별에 대해서 이 영화보다 더 잘 말해준 영화는 없었다"
